SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
AW3423,TLL - CDG,2024-05-20 06:45:00,2024-05-20 09:35:00,2024-05-21,1,OPEN,2,189,189,F,325.0,180,28299.0,24205.0,0.95,180,DEACTIVATED
AW3550,CDG - HEL,2024-05-20 08:15:00,2024-05-20 12:40:00,2024-05-21,1,OPEN,2,189,191,I,243.0,181,24753.75,18946.9,0.95,181,PARTIALLY_ACTIVATED
AW4632,CDG - VIE,2024-05-20 10:05:00,2024-05-20 12:10:00,2024-05-21,1,OPEN,2,189,192,K,104.0,185,14366.9,8454.11,0.96,185,PARTIALLY_ACTIVATED
AW7644,CDG - OSL,2024-05-20 11:10:00,2024-05-20 12:50:00,2024-05-21,1,OPEN,2,189,192,H,151.0,171,15974.95,10449.6,0.89,171,DEACTIVATED
AW3281,TLL - CDG,2024-05-20 12:15:00,2024-05-20 15:05:00,2024-05-21,1,OPEN,2,189,172,J,464.0,170,33477.0,29567.0,0.99,170,DEACTIVATED
AW4633,VIE - CDG,2024-05-20 13:05:00,2024-05-20 15:10:00,2024-05-21,1,OPEN,2,189,189,Y,381.0,185,30682.66,27233.91,0.98,185,PARTIALLY_ACTIVATED
AW3551,HEL - CDG,2024-05-20 13:25:00,2024-05-20 16:10:00,2024-05-21,1,OPEN,2,189,191,Y,422.0,191,49734.0,45714.05,1.0,191,PARTIALLY_ACTIVATED
AW7645,OSL - CDG,2024-05-20 13:35:00,2024-05-20 17:05:00,2024-05-22,1,OPEN,2,189,189,H,162.0,189,49953.01,46047.47,1.0,189,DEACTIVATED
AW4634,CDG - VIE,2024-05-20 14:40:00,2024-05-20 16:45:00,2024-05-21,1,OPEN,2,189,191,X,80.0,185,14466.37,8535.38,0.97,185,PARTIALLY_ACTIVATED
AW3558,CDG - HEL,2024-05-20 14:50:00,2024-05-20 19:15:00,2024-05-21,1,OPEN,2,189,190,S,339.0,186,20448.17,14468.45,0.98,186,PARTIALLY_ACTIVATED
AW3916,CDG - ZAG,2024-05-20 15:05:00,2024-05-20 17:05:00,2024-05-21,1,OPEN,2,189,190,D,210.0,186,18321.93,12469.21,0.98,186,DEACTIVATED
AW7648,CDG - OSL,2024-05-20 16:50:00,2024-05-20 18:30:00,2024-05-21,1,OPEN,2,189,188,V,119.0,176,14036.0,8349.48,0.94,176,DEACTIVATED
AW7928,CDG - CPH,2024-05-20 17:20:00,2024-05-20 18:20:00,2024-05-21,1,OPEN,2,189,176,G,49.0,123,6916.4,2820.33,0.7,123,DEACTIVATED
AW4635,VIE - CDG,2024-05-20 17:30:00,2024-05-20 19:35:00,2024-05-21,1,OPEN,2,189,190,Z,349.0,189,36483.52,32955.97,0.99,189,PARTIALLY_ACTIVATED
AW3917,ZAG - CDG,2024-05-20 17:55:00,2024-05-20 20:10:00,2024-05-21,1,OPEN,2,189,190,Y,295.0,188,38040.09,32236.53,0.99,188,DEACTIVATED
AW7908,CDG - BER,2024-05-20 18:10:00,2024-05-20 19:10:00,2024-05-21,1,OPEN,2,189,194,X,78.0,178,13081.29,7179.75,0.92,178,DEACTIVATED
AW7929,CPH - CDG,2024-05-20 19:05:00,2024-05-20 22:05:00,2024-05-22,1,OPEN,2,189,189,X,84.0,158,17711.91,11248.17,0.84,158,DEACTIVATED
AW7649,OSL - CDG,2024-05-20 19:10:00,2024-05-20 22:40:00,2024-05-22,1,OPEN,2,189,189,Z,353.0,186,46444.66,42634.16,0.98,186,DEACTIVATED
AW3422,CDG - TLL,2024-05-20 19:15:00,2024-05-21 00:05:00,2024-05-21,1,OPEN,2,189,192,T,107.0,157,16807.14,7627.6,0.82,157,DEACTIVATED
AW7909,BER - CDG,2024-05-20 19:50:00,2024-05-20 22:45:00,2024-05-22,1,OPEN,2,189,191,Q,128.0,173,19716.48,17358.71,0.91,173,DEACTIVATED
AW3559,HEL - CDG,2024-05-20 20:00:00,2024-05-20 22:45:00,2024-05-21,1,OPEN,2,189,189,Y,422.0,186,47503.0,43600.3,0.98,186,PARTIALLY_ACTIVATED
AW7664,CDG - OSL,2024-05-20 20:55:00,2024-05-20 22:35:00,2024-05-21,1,OPEN,2,189,189,V,119.0,180,11917.39,6094.57,0.95,180,DEACTIVATED
AW3950,CDG - ZAG,2024-05-20 21:15:00,2024-05-20 23:15:00,2024-05-21,1,OPEN,2,189,189,I,144.0,181,12307.43,6475.78,0.96,181,DEACTIVATED
AW7668,CDG - OSL,2024-05-20 21:25:00,2024-05-20 23:05:00,2024-05-21,1,OPEN,2,189,189,K,104.0,178,12955.68,7197.78,0.94,178,DEACTIVATED
AW4780,CDG - VIE,2024-05-20 21:25:00,2024-05-20 23:30:00,2024-05-21,1,OPEN,2,189,189,L,91.0,178,13228.0,7502.1,0.94,178,PARTIALLY_ACTIVATED
AW4781,VIE - CDG,2024-05-21 06:00:00,2024-05-21 08:05:00,2024-05-22,1,OPEN,2,189,0,J,318.0,164,17074.4,14008.0,,164,PARTIALLY_ACTIVATED
AW7669,OSL - CDG,2024-05-21 06:00:00,2024-05-21 09:30:00,2024-05-23,1,OPEN,2,189,189,L,94.0,189,21806.3,17901.56,1.0,189,DEACTIVATED
AW4670,CDG - BUD,2024-05-21 06:15:00,2024-05-21 09:20:00,2024-05-22,1,OPEN,2,189,189,T,55.0,151,11882.16,7071.37,0.8,151,DEACTIVATED
AW3951,ZAG - CDG,2024-05-21 06:30:00,2024-05-21 08:45:00,2024-05-22,1,OPEN,2,189,186,I,134.0,175,12179.0,6776.75,0.94,175,DEACTIVATED
AW7665,OSL - CDG,2024-05-21 06:30:00,2024-05-21 10:00:00,2024-05-23,1,OPEN,2,189,189,D,272.0,186,22839.98,18997.22,0.98,186,DEACTIVATED
AW3423,TLL - CDG,2024-05-21 06:45:00,2024-05-21 09:35:00,2024-05-22,1,OPEN,2,189,189,H,238.0,177,23418.0,19393.0,0.94,177,DEACTIVATED
AW3552,CDG - HEL,2024-05-21 08:15:00,2024-05-21 12:40:00,2024-05-22,1,OPEN,2,189,189,S,339.0,188,25448.72,19436.18,0.99,188,PARTIALLY_ACTIVATED
AW3288,CDG - TLL,2024-05-21 09:50:00,2024-05-21 14:35:00,2024-05-22,1,OPEN,2,189,189,X,136.0,173,21877.49,11890.61,0.92,173,DEACTIVATED
AW4671,BUD - CDG,2024-05-21 10:05:00,2024-05-21 14:55:00,2024-05-23,1,OPEN,2,189,189,H,168.0,166,22297.04,20689.6,0.88,166,DEACTIVATED
AW4632,CDG - VIE,2024-05-21 10:10:00,2024-05-21 12:15:00,2024-05-22,1,OPEN,2,189,194,I,186.0,180,14726.39,8931.23,0.93,180,PARTIALLY_ACTIVATED
AW3916,CDG - ZAG,2024-05-21 10:40:00,2024-05-21 12:40:00,2024-05-22,1,OPEN,2,189,192,I,144.0,170,17820.63,12342.07,0.89,170,DEACTIVATED
AW3558,CDG - HEL,2024-05-21 11:25:00,2024-05-21 15:50:00,2024-05-22,1,CANCELLED,2,189,189,L,135.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7644,CDG - OSL,2024-05-21 11:50:00,2024-05-21 13:30:00,2024-05-22,1,OPEN,2,189,192,H,151.0,187,17563.39,11522.16,0.97,187,DEACTIVATED
AW4633,VIE - CDG,2024-05-21 13:05:00,2024-05-21 15:10:00,2024-05-22,1,OPEN,2,189,192,S,289.0,186,19878.0,16401.23,0.97,186,PARTIALLY_ACTIVATED
AW3553,HEL - CDG,2024-05-21 13:25:00,2024-05-21 16:10:00,2024-05-22,1,OPEN,2,189,189,D,312.0,180,34532.9,30726.9,0.95,180,PARTIALLY_ACTIVATED
AW3917,ZAG - CDG,2024-05-21 13:30:00,2024-05-21 15:45:00,2024-05-22,1,OPEN,2,189,189,M,119.0,166,16017.0,10892.58,0.88,166,DEACTIVATED
AW7645,OSL - CDG,2024-05-21 14:15:00,2024-05-21 17:45:00,2024-05-23,1,OPEN,2,189,189,K,109.0,190,26339.08,22433.48,1.01,190,DEACTIVATED
AW3289,TLL - CDG,2024-05-21 15:35:00,2024-05-21 18:25:00,2024-05-22,1,OPEN,2,189,189,F,325.0,178,28207.0,24113.0,0.94,178,DEACTIVATED
AW7908,CDG - BER,2024-05-21 16:00:00,2024-05-21 17:00:00,2024-05-22,1,OPEN,2,189,194,R,66.0,174,8993.92,3182.72,0.9,174,DEACTIVATED
AW3559,HEL - CDG,2024-05-21 16:35:00,2024-05-21 19:20:00,2024-05-22,1,CANCELLED,2,189,189,V,163.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7648,CDG - OSL,2024-05-21 16:45:00,2024-05-21 18:25:00,2024-05-22,1,OPEN,2,189,192,V,119.0,183,13896.0,7988.79,0.95,183,DEACTIVATED
AW7909,BER - CDG,2024-05-21 17:40:00,2024-05-21 20:35:00,2024-05-23,1,OPEN,2,189,189,T,55.0,147,9055.64,7050.56,0.78,147,DEACTIVATED
AW4638,CDG - VIE,2024-05-21 17:50:00,2024-05-21 19:55:00,2024-05-22,1,OPEN,2,189,189,Q,134.0,169,10684.39,5229.6,0.89,169,PARTIALLY_ACTIVATED
AW7649,OSL - CDG,2024-05-21 19:05:00,2024-05-21 22:35:00,2024-05-23,1,OPEN,2,189,173,S,295.0,172,25313.66,21746.74,0.99,172,DEACTIVATED
AW3422,CDG - TLL,2024-05-21 19:15:00,2024-05-22 00:05:00,2024-05-22,1,OPEN,2,189,189,T,107.0,150,15055.92,6336.6,0.79,150,DEACTIVATED
AW4639,VIE - CDG,2024-05-21 20:40:00,2024-05-21 22:45:00,2024-05-22,1,OPEN,2,189,189,Y,381.0,187,15721.8,12218.07,0.99,187,PARTIALLY_ACTIVATED
AW7664,CDG - OSL,2024-05-21 20:55:00,2024-05-21 22:35:00,2024-05-22,1,OPEN,2,189,192,V,119.0,182,10815.78,4923.72,0.95,182,DEACTIVATED
AW3950,CDG - ZAG,2024-05-21 21:15:00,2024-05-21 23:15:00,2024-05-22,1,OPEN,2,189,193,Q,99.0,182,13190.16,7368.06,0.94,182,DEACTIVATED
AW4780,CDG - VIE,2024-05-21 21:25:00,2024-05-21 23:30:00,2024-05-22,1,OPEN,2,189,189,K,104.0,176,9044.96,3365.68,0.93,176,PARTIALLY_ACTIVATED
AW7668,CDG - OSL,2024-05-21 21:25:00,2024-05-21 23:05:00,2024-05-22,1,OPEN,2,189,189,K,104.0,175,10861.0,5195.07,0.93,175,DEACTIVATED
AW7665,OSL - CDG,2024-05-22 06:00:00,2024-05-22 09:30:00,2024-05-24,1,OPEN,2,189,192,R,67.0,192,13610.0,9643.28,1.0,192,DEACTIVATED
AW4781,VIE - CDG,2024-05-22 06:15:00,2024-05-22 08:20:00,2024-05-23,1,OPEN,2,189,194,M,177.0,179,12067.8,8712.51,0.92,179,PARTIALLY_ACTIVATED
AW3951,ZAG - CDG,2024-05-22 06:30:00,2024-05-22 08:45:00,2024-05-23,1,OPEN,2,189,189,A,35.0,189,8931.0,3096.57,1.0,189,DEACTIVATED
AW7669,OSL - CDG,2024-05-22 06:30:00,2024-05-22 10:00:00,2024-05-24,1,OPEN,2,189,189,T,54.0,189,14528.0,10624.26,1.0,189,DEACTIVATED
AW3423,TLL - CDG,2024-05-22 06:45:00,2024-05-22 09:35:00,2024-05-23,1,OPEN,2,189,194,K,168.0,176,20721.0,16673.0,0.91,176,DEACTIVATED
AW3550,CDG - HEL,2024-05-22 08:25:00,2024-05-22 12:50:00,2024-05-23,1,CANCELLED,2,189,189,R,110.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3910,CDG - ZAG,2024-05-22 09:30:00,2024-05-22 11:30:00,2024-05-23,1,OPEN,2,189,190,Q,99.0,183,15261.56,9367.87,0.96,183,DEACTIVATED
AW4632,CDG - VIE,2024-05-22 10:20:00,2024-05-22 12:25:00,2024-05-23,1,OPEN,2,189,189,K,104.0,174,11009.78,5396.02,0.92,174,PARTIALLY_ACTIVATED
AW3288,CDG - TLL,2024-05-22 10:55:00,2024-05-22 15:40:00,2024-05-23,1,OPEN,2,189,192,X,136.0,177,20568.88,10264.9,0.92,177,DEACTIVATED
AW7644,CDG - OSL,2024-05-22 11:50:00,2024-05-22 13:30:00,2024-05-23,1,OPEN,2,189,192,K,104.0,172,16712.39,11172.13,0.9,172,DEACTIVATED
AW3911,ZAG - CDG,2024-05-22 12:20:00,2024-05-22 14:35:00,2024-05-23,1,OPEN,2,189,192,M,119.0,190,14143.0,8277.7,0.99,190,DEACTIVATED
AW4633,VIE - CDG,2024-05-22 13:15:00,2024-05-22 15:20:00,2024-05-23,1,OPEN,2,189,194,M,177.0,189,13739.0,10190.36,0.97,189,PARTIALLY_ACTIVATED
AW3551,HEL - CDG,2024-05-22 13:35:00,2024-05-22 16:20:00,2024-05-23,1,CANCELLED,2,189,189,L,132.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7645,OSL - CDG,2024-05-22 14:10:00,2024-05-22 17:40:00,2024-05-24,1,OPEN,2,189,192,F,226.0,191,20880.94,16898.44,0.99,191,DEACTIVATED
AW3558,CDG - HEL,2024-05-22 14:15:00,2024-05-22 18:40:00,2024-05-23,1,OPEN,2,189,189,F,266.0,183,26938.72,21090.79,0.97,183,PARTIALLY_ACTIVATED
AW4636,CDG - VIE,2024-05-22 14:45:00,2024-05-22 16:50:00,2024-05-23,1,OPEN,2,189,189,V,118.0,187,13033.0,6998.89,0.99,187,PARTIALLY_ACTIVATED
AW3289,TLL - CDG,2024-05-22 16:40:00,2024-05-22 19:30:00,2024-05-23,1,OPEN,2,189,193,V,190.0,187,25842.0,21587.0,0.97,187,DEACTIVATED
AW7646,CDG - OSL,2024-05-22 16:45:00,2024-05-22 18:25:00,2024-05-23,1,OPEN,2,189,189,A,38.0,189,13833.39,7732.0,1.0,189,DEACTIVATED
AW7908,CDG - BER,2024-05-22 17:20:00,2024-05-22 18:20:00,2024-05-23,1,OPEN,2,189,195,I,191.0,170,12733.31,7050.84,0.87,170,DEACTIVATED
AW4637,VIE - CDG,2024-05-22 17:35:00,2024-05-22 19:40:00,2024-05-23,1,OPEN,2,189,194,B,242.0,184,13792.6,10338.89,0.95,184,PARTIALLY_ACTIVATED
AW7909,BER - CDG,2024-05-22 19:00:00,2024-05-22 21:55:00,2024-05-24,1,OPEN,2,189,190,R,65.0,148,9713.98,7725.79,0.78,148,DEACTIVATED
AW7647,OSL - CDG,2024-05-22 19:10:00,2024-05-22 22:40:00,2024-05-24,1,OPEN,2,189,192,D,272.0,191,20714.26,16762.46,0.99,191,DEACTIVATED
AW3422,CDG - TLL,2024-05-22 19:15:00,2024-05-23 00:05:00,2024-05-23,1,OPEN,2,189,192,T,107.0,166,16494.56,6831.35,0.86,166,DEACTIVATED
AW3559,HEL - CDG,2024-05-22 19:25:00,2024-05-22 22:10:00,2024-05-23,1,OPEN,2,189,189,S,335.0,184,37935.0,34046.2,0.97,184,PARTIALLY_ACTIVATED
AW7664,CDG - OSL,2024-05-22 20:55:00,2024-05-22 22:35:00,2024-05-23,1,OPEN,2,189,192,I,188.0,191,12930.0,6755.43,0.99,191,DEACTIVATED
AW3950,CDG - ZAG,2024-05-22 21:15:00,2024-05-22 23:15:00,2024-05-23,1,OPEN,2,189,190,A,39.0,190,11429.75,5350.11,1.0,190,DEACTIVATED
AW4780,CDG - VIE,2024-05-22 21:25:00,2024-05-22 23:30:00,2024-05-23,1,OPEN,2,189,191,L,91.0,181,10704.29,4885.8,0.95,181,PARTIALLY_ACTIVATED
AW7668,CDG - OSL,2024-05-22 21:25:00,2024-05-22 23:05:00,2024-05-23,1,OPEN,2,189,189,A,38.0,189,12009.39,5891.82,1.0,189,DEACTIVATED
AW4781,VIE - CDG,2024-05-23 06:00:00,2024-05-23 08:05:00,2024-05-24,1,OPEN,2,189,189,I,197.0,184,12583.0,9139.22,0.97,184,PARTIALLY_ACTIVATED
AW7665,OSL - CDG,2024-05-23 06:00:00,2024-05-23 09:30:00,2024-05-25,1,OPEN,2,189,189,T,54.0,189,13587.0,9682.26,1.0,189,DEACTIVATED
AW7669,OSL - CDG,2024-05-23 06:30:00,2024-05-23 10:00:00,2024-05-25,1,OPEN,2,189,193,G,45.0,193,12495.66,8508.28,1.0,193,DEACTIVATED
AW3951,ZAG - CDG,2024-05-23 06:30:00,2024-05-23 08:45:00,2024-05-24,1,OPEN,2,189,189,V,81.0,174,11316.0,5944.62,0.92,174,DEACTIVATED
AW3423,TLL - CDG,2024-05-23 06:45:00,2024-05-23 09:35:00,2024-05-24,1,OPEN,2,189,195,L,149.0,171,19873.0,15940.0,0.88,171,DEACTIVATED
AW3550,CDG - HEL,2024-05-23 08:05:00,2024-05-23 12:30:00,2024-05-24,1,CANCELLED,2,189,189,R,110.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4632,CDG - VIE,2024-05-23 09:45:00,2024-05-23 11:50:00,2024-05-24,1,OPEN,2,189,191,I,186.0,183,15211.06,9292.77,0.96,183,PARTIALLY_ACTIVATED
AW3288,CDG - TLL,2024-05-23 11:25:00,2024-05-23 16:10:00,2024-05-24,1,OPEN,2,189,193,X,136.0,179,21598.84,11178.46,0.93,179,DEACTIVATED
AW7644,CDG - OSL,2024-05-23 11:50:00,2024-05-23 13:30:00,2024-05-24,1,OPEN,2,189,191,Q,135.0,159,18391.34,13249.19,0.83,159,DEACTIVATED
AW4633,VIE - CDG,2024-05-23 12:40:00,2024-05-23 14:45:00,2024-05-24,1,OPEN,2,189,183,B,242.0,178,15815.6,12478.85,0.97,178,PARTIALLY_ACTIVATED
AW3551,HEL - CDG,2024-05-23 13:15:00,2024-05-23 16:00:00,2024-05-24,1,CANCELLED,2,189,189,R,106.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7645,OSL - CDG,2024-05-23 14:15:00,2024-05-23 17:45:00,2024-05-25,1,OPEN,2,189,193,R,67.0,193,20751.0,16750.68,1.0,193,DEACTIVATED
AW3556,CDG - HEL,2024-05-23 14:55:00,2024-05-23 19:20:00,2024-05-24,1,OPEN,2,189,189,B,289.0,186,27895.95,21937.01,0.98,186,PARTIALLY_ACTIVATED
AW3916,CDG - ZAG,2024-05-23 15:25:00,2024-05-23 17:25:00,2024-05-24,1,OPEN,2,189,159,B,185.0,156,14550.1,9549.62,0.98,156,DEACTIVATED
AW7646,CDG - OSL,2024-05-23 16:45:00,2024-05-23 18:25:00,2024-05-24,1,OPEN,2,189,189,H,151.0,172,17116.17,11581.79,0.91,172,DEACTIVATED
AW3289,TLL - CDG,2024-05-23 17:10:00,2024-05-23 20:00:00,2024-05-24,1,OPEN,2,189,194,N,77.0,195,28710.0,24294.0,1.01,195,DEACTIVATED
AW4638,CDG - VIE,2024-05-23 17:50:00,2024-05-23 19:55:00,2024-05-24,1,OPEN,2,189,189,Y,356.0,188,15553.78,9473.3,0.99,188,PARTIALLY_ACTIVATED
AW3917,ZAG - CDG,2024-05-23 18:15:00,2024-05-23 20:30:00,2024-05-24,1,OPEN,2,189,160,G,42.0,160,12671.61,7732.41,1.0,160,DEACTIVATED
AW7908,CDG - BER,2024-05-23 18:15:00,2024-05-23 19:15:00,2024-05-24,1,OPEN,2,189,194,X,78.0,135,12409.12,7940.8,0.7,135,DEACTIVATED
AW7647,OSL - CDG,2024-05-23 19:05:00,2024-05-23 22:35:00,2024-05-25,1,OPEN,2,189,193,B,248.0,192,16888.32,12895.16,0.99,192,DEACTIVATED
AW3422,CDG - TLL,2024-05-23 19:15:00,2024-05-24 00:05:00,2024-05-24,1,OPEN,2,189,193,T,107.0,178,18005.76,7611.66,0.92,178,DEACTIVATED
AW7909,BER - CDG,2024-05-23 19:55:00,2024-05-23 22:50:00,2024-05-25,1,OPEN,2,189,189,R,65.0,190,19152.28,16576.92,1.01,190,DEACTIVATED
AW3557,HEL - CDG,2024-05-23 20:05:00,2024-05-23 22:50:00,2024-05-24,1,OPEN,2,189,189,M,223.0,184,31551.7,27680.4,0.97,184,PARTIALLY_ACTIVATED
AW4639,VIE - CDG,2024-05-23 20:40:00,2024-05-23 22:45:00,2024-05-24,1,OPEN,2,189,194,M,177.0,191,15443.0,11874.35,0.98,191,PARTIALLY_ACTIVATED
AW7664,CDG - OSL,2024-05-23 20:55:00,2024-05-23 22:35:00,2024-05-24,1,OPEN,2,189,189,M,169.0,177,17627.0,11912.13,0.94,177,DEACTIVATED
AW3950,CDG - ZAG,2024-05-23 21:15:00,2024-05-23 23:15:00,2024-05-24,1,OPEN,2,189,189,B,185.0,187,12922.78,6920.23,0.99,187,DEACTIVATED
AW4780,CDG - VIE,2024-05-23 21:20:00,2024-05-23 23:25:00,2024-05-24,1,OPEN,2,189,189,Z,326.0,178,14145.0,8415.1,0.94,178,PARTIALLY_ACTIVATED
AW7668,CDG - OSL,2024-05-23 21:25:00,2024-05-23 23:05:00,2024-05-24,1,OPEN,2,189,192,H,151.0,177,14987.78,9259.23,0.92,177,DEACTIVATED
AW7665,OSL - CDG,2024-05-24 06:00:00,2024-05-24 09:30:00,2024-05-26,1,OPEN,2,189,192,T,54.0,192,15472.0,11495.53,1.0,192,DEACTIVATED
AW3951,ZAG - CDG,2024-05-24 06:30:00,2024-05-24 08:45:00,2024-05-25,1,OPEN,2,189,166,F,151.0,163,11669.0,6637.19,0.98,163,DEACTIVATED
AW7669,OSL - CDG,2024-05-24 06:30:00,2024-05-24 10:00:00,2024-05-26,1,OPEN,2,189,189,F,226.0,188,14836.36,10890.69,0.99,188,DEACTIVATED
AW3423,TLL - CDG,2024-05-24 06:45:00,2024-05-24 09:35:00,2024-05-25,1,OPEN,2,189,189,X,132.0,176,19848.0,15800.0,0.93,176,DEACTIVATED
AW4781,VIE - CDG,2024-05-24 06:55:00,2024-05-24 09:00:00,2024-05-25,1,OPEN,2,189,194,I,197.0,187,15411.6,11904.53,0.96,187,PARTIALLY_ACTIVATED
AW3550,CDG - HEL,2024-05-24 07:25:00,2024-05-24 11:50:00,2024-05-25,1,CANCELLED,2,189,189,L,135.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3280,CDG - TLL,2024-05-24 09:00:00,2024-05-24 13:45:00,2024-05-25,1,OPEN,2,189,192,T,107.0,170,22465.99,12620.88,0.89,170,DEACTIVATED
AW4632,CDG - VIE,2024-05-24 10:10:00,2024-05-24 12:15:00,2024-05-25,1,OPEN,2,189,189,I,186.0,177,19518.68,13827.33,0.94,177,PARTIALLY_ACTIVATED
AW7644,CDG - OSL,2024-05-24 11:10:00,2024-05-24 12:50:00,2024-05-25,1,OPEN,2,189,189,B,230.0,180,26668.56,20858.52,0.95,180,DEACTIVATED
AW3551,HEL - CDG,2024-05-24 12:35:00,2024-05-24 15:20:00,2024-05-25,1,CANCELLED,2,189,189,M,219.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4633,VIE - CDG,2024-05-24 13:05:00,2024-05-24 15:10:00,2024-05-25,1,OPEN,2,189,194,J,318.0,188,18784.0,15255.13,0.97,188,PARTIALLY_ACTIVATED
AW7645,OSL - CDG,2024-05-24 13:35:00,2024-05-24 17:05:00,2024-05-26,1,OPEN,2,189,192,X,81.0,192,20626.62,16646.81,1.0,192,DEACTIVATED
AW3281,TLL - CDG,2024-05-24 14:45:00,2024-05-24 17:35:00,2024-05-25,1,OPEN,2,189,191,V,190.0,187,24806.0,20528.0,0.98,187,DEACTIVATED
AW3558,CDG - HEL,2024-05-24 14:50:00,2024-05-24 19:15:00,2024-05-25,1,OPEN,2,189,190,J,369.0,190,29095.94,23008.08,1.0,190,PARTIALLY_ACTIVATED
AW3916,CDG - ZAG,2024-05-24 14:55:00,2024-05-24 16:55:00,2024-05-25,1,OPEN,2,189,190,G,46.0,191,17238.84,11113.55,1.01,191,DEACTIVATED
AW7648,CDG - OSL,2024-05-24 16:25:00,2024-05-24 18:05:00,2024-05-25,1,OPEN,2,189,192,R,69.0,192,20594.39,14420.99,1.0,192,DEACTIVATED
AW7924,CDG - CPH,2024-05-24 16:45:00,2024-05-24 17:45:00,2024-05-25,1,OPEN,2,189,192,T,56.0,135,12631.0,8144.92,0.7,135,DEACTIVATED
AW3917,ZAG - CDG,2024-05-24 17:45:00,2024-05-24 20:00:00,2024-05-25,1,OPEN,2,189,189,X,59.0,195,19994.58,13974.93,1.03,195,DEACTIVATED
AW4638,CDG - VIE,2024-05-24 17:55:00,2024-05-24 20:00:00,2024-05-25,1,OPEN,2,189,190,D,249.0,190,17343.64,11214.44,1.0,190,PARTIALLY_ACTIVATED
AW7908,CDG - BER,2024-05-24 18:15:00,2024-05-24 19:15:00,2024-05-25,1,OPEN,2,189,193,M,170.0,187,13595.46,7351.61,0.97,187,DEACTIVATED
AW7925,CPH - CDG,2024-05-24 18:30:00,2024-05-24 21:30:00,2024-05-26,1,OPEN,2,189,189,N,53.0,189,24176.24,16372.15,1.0,189,DEACTIVATED
AW7649,OSL - CDG,2024-05-24 18:45:00,2024-05-24 22:15:00,2024-05-26,1,OPEN,2,189,192,F,226.0,191,18547.66,14590.02,0.99,191,DEACTIVATED
AW3422,CDG - TLL,2024-05-24 19:15:00,2024-05-25 00:05:00,2024-05-25,1,OPEN,2,189,193,Q,210.0,180,19301.94,8794.39,0.93,180,DEACTIVATED
AW7909,BER - CDG,2024-05-24 19:55:00,2024-05-24 22:50:00,2024-05-26,1,OPEN,2,189,191,X,76.0,191,17040.64,14439.3,1.0,191,DEACTIVATED
AW3559,HEL - CDG,2024-05-24 20:00:00,2024-05-24 22:45:00,2024-05-25,1,OPEN,2,189,189,Y,422.0,189,34793.6,30817.55,1.0,189,PARTIALLY_ACTIVATED
AW4639,VIE - CDG,2024-05-24 20:45:00,2024-05-24 22:50:00,2024-05-25,1,OPEN,2,189,189,H,158.0,189,16036.6,12491.28,1.0,189,PARTIALLY_ACTIVATED
AW7664,CDG - OSL,2024-05-24 20:55:00,2024-05-24 22:35:00,2024-05-25,1,OPEN,2,189,192,X,80.0,192,20921.14,14716.74,1.0,192,DEACTIVATED
AW4780,CDG - VIE,2024-05-24 21:15:00,2024-05-24 23:20:00,2024-05-25,1,OPEN,2,189,190,H,150.0,190,16845.39,10721.97,1.0,190,PARTIALLY_ACTIVATED
AW3950,CDG - ZAG,2024-05-24 21:15:00,2024-05-24 23:15:00,2024-05-25,1,OPEN,2,189,190,N,43.0,190,14289.0,8149.3,1.0,190,DEACTIVATED
AW7668,CDG - OSL,2024-05-24 21:35:00,2024-05-24 23:15:00,2024-05-25,1,OPEN,2,189,192,B,230.0,190,20086.39,13954.83,0.99,190,DEACTIVATED
AW7665,OSL - CDG,2024-05-25 05:55:00,2024-05-25 09:25:00,2024-05-27,1,OPEN,2,189,189,R,67.0,190,16096.61,12157.59,1.01,190,DEACTIVATED
AW4781,VIE - CDG,2024-05-25 06:00:00,2024-05-25 08:05:00,2024-05-26,1,OPEN,2,189,191,F,220.0,185,12335.0,8881.63,0.97,185,PARTIALLY_ACTIVATED
AW4630,CDG - VIE,2024-05-25 06:10:00,2024-05-25 08:15:00,2024-05-26,1,CANCELLED,2,189,192,Q,134.0,64,4164.39,2100.37,0.33,64,UNAVAILABLE
AW7669,OSL - CDG,2024-05-25 06:25:00,2024-05-25 09:55:00,2024-05-27,1,OPEN,2,189,189,T,54.0,189,15918.0,11991.9,1.0,189,DEACTIVATED
AW3423,TLL - CDG,2024-05-25 06:45:00,2024-05-25 09:35:00,2024-05-26,1,OPEN,2,189,186,A,69.0,186,23618.0,19340.0,1.0,186,DEACTIVATED
